stage_id,race_id,race_name,race_date,stage_date,stage_name,stage_number,stage_type,classification,nation,race_link,stage_link,race_category,stage_points_scale,stage_ranking,profile_score,parcours_type,parcours_type_name,pcs_city_start,pcs_city_finish,start_time,avg_speed_winner,distance,elevation_gain,elevation_loss,elevation_average,elevation_maximum,elevation_minimum,temp_avg,temp_max,temp_min,_1000_to_1500_m,_1500_to_2000_m,_2000_to_2500_m,_2500_to_3000_m,_3000_to_3500_m,race_total_distance,race_total_elevation_gain
2771,1722,Giro del Trentino,2016-04-19,2016-04-21,Stage 3,3,Stage,2.HC,it,https://www.procyclingstats.com/race/tour-of-the-alps/2016,https://www.procyclingstats.com/race/tour-of-the-alps/2016/stage-3,ME - Men Elite,2.PRO.Stage,86,169,4,"Mountains, flat finish",Sillian,Mezzolombardo,12:08,40.19,204600.0,2400.0,,,,,,,,,,,,,,
2772,1722,Giro del Trentino,2016-04-19,2016-04-22,Stage 4,4,Stage,2.HC,it,https://www.procyclingstats.com/race/tour-of-the-alps/2016,https://www.procyclingstats.com/race/tour-of-the-alps/2016/stage-4,ME - Men Elite,2.PRO.Stage,86,107,4,"Mountains, flat finish",Male,Cles,13:15,39.01,160900.0,1700.0,,,,,,,,,,,,,,
2773,1723,Tour of Qatar,2016-02-08,2016-02-08,Stage 1,1,Stage,2.HC,qa,https://www.procyclingstats.com/race/tour-of-qatar/2016,https://www.procyclingstats.com/race/tour-of-qatar/2016/stage-1,ME - Men Elite,2.PRO.Stage,55,,1,Flat,Dukhan,Al Khor Corniche,09:00,50.58,176000.0,,,,,,,,,,,,,,,
2774,1723,Tour of Qatar,2016-02-08,2016-02-09,Stage 2,2,Stage,2.HC,qa,https://www.procyclingstats.com/race/tour-of-qatar/2016,https://www.procyclingstats.com/race/tour-of-qatar/2016/stage-2,ME - Men Elite,2.PRO.Stage,55,,1,Flat,Doha,Doha,09:00,42.31,135000.0,,,,,,,,,,,,,,,
2775,1723,Tour of Qatar,2016-02-08,2016-02-10,Stage 3 (ITT),3,Individual Time Trial,2.HC,qa,https://www.procyclingstats.com/race/tour-of-qatar/2016,https://www.procyclingstats.com/race/tour-of-qatar/2016/stage-3,ME - Men Elite,2.PRO.Stage,55,,1,Flat,Lusail,Lusail,11:40,49.13,11000.0,,,,,,,,,,,,,,,
2776,1723,Tour of Qatar,2016-02-08,2016-02-11,Stage 4,4,Stage,2.HC,qa,https://www.procyclingstats.com/race/tour-of-qatar/2016,https://www.procyclingstats.com/race/tour-of-qatar/2016/stage-4,ME - Men Elite,2.PRO.Stage,55,,1,Flat,Al Zubarah Fort,Madinat Al Shamal,09:15,47.81,189000.0,,,,,,,,,,,,,,,
2777,1723,Tour of Qatar,2016-02-08,2016-02-12,Stage 5,5,Stage,2.HC,qa,https://www.procyclingstats.com/race/tour-of-qatar/2016,https://www.procyclingstats.com/race/tour-of-qatar/2016/stage-5,ME - Men Elite,2.PRO.Stage,55,,1,Flat,Sealine Beach Resort,Doha Corniche,12:35,38.8,114000.0,,,,,,,,,,,,,,,
2778,1724,Course de la Paix U23 / Zavod Miru U23,2016-06-03,2016-06-03,Stage 1,1,Stage,2.Ncup,cz,https://www.procyclingstats.com/race/course-de-la-paix-u23/2016,https://www.procyclingstats.com/race/course-de-la-paix-u23/2016/stage-1,MU - Men U23,E-2.Ncup.Stage,14,,2,"Hills, flat finish",Jesenik,Rymarov,,41.59,133000.0,,,,,,,,,,,,,,,
2779,1724,Course de la Paix U23 / Zavod Miru U23,2016-06-03,2016-06-04,Stage 2,2,Stage,2.Ncup,cz,https://www.procyclingstats.com/race/course-de-la-paix-u23/2016,https://www.procyclingstats.com/race/course-de-la-paix-u23/2016/stage-2,MU - Men U23,E-2.Ncup.Stage,14,,5,"Mountains, uphill finish",Krnov,Dlouhe Strane,,48.95,151000.0,,,,,,,,,,,,,,,
2780,1724,Course de la Paix U23 / Zavod Miru U23,2016-06-03,2016-06-05,Stage 3,3,Stage,2.Ncup,cz,https://www.procyclingstats.com/race/course-de-la-paix-u23/2016,https://www.procyclingstats.com/race/course-de-la-paix-u23/2016/stage-3,MU - Men U23,E-2.Ncup.Stage,14,,3,"Hills, uphill finish",Jesenik,Jesenik,,41.12,160000.0,,,,,,,,,,,,,,,
2781,1725,ZLM-Roompot tour,2016-04-15,2016-04-15,Stage 1 (TTT),1,Team Time Trial,2.Ncup,nl,https://www.procyclingstats.com/race/zlm-tour/2016,https://www.procyclingstats.com/race/zlm-tour/2016/stage-1,MU - Men U23,,11,,1,Flat,Tholen,Tholen,,49.7,23000.0,,,,,,,,,,,,,,,
2782,1725,ZLM-Roompot tour,2016-04-15,2016-04-15,Stage 2,2,Stage,2.Ncup,nl,https://www.procyclingstats.com/race/zlm-tour/2016,https://www.procyclingstats.com/race/zlm-tour/2016/stage-2,MU - Men U23,,11,,1,Flat,Kamperland,Zierikzee,,45.54,124000.0,,,,,,,,,,,,,,,
2783,1725,ZLM-Roompot tour,2016-04-15,2016-04-16,Stage 3,3,Stage,2.Ncup,nl,https://www.procyclingstats.com/race/zlm-tour/2016,https://www.procyclingstats.com/race/zlm-tour/2016/stage-3,MU - Men U23,,11,,1,Flat,Goes,Goes,,41.72,177200.0,,,,,,,,,,,,,,,
2784,1726,Energiewacht Tour Juniors,2016-04-06,2016-04-06,Stage 1 (TTT),1,Team Time Trial,2.Ncup,nl,https://www.procyclingstats.com/race/healthy-ageing-tour-junior-women/2016,https://www.procyclingstats.com/race/healthy-ageing-tour-junior-women/2016/stage-1,WJ - Women Juniors,,84,,1,Flat,Groningen,Groningen,,43.14,11300.0,,,,,,,,,,,,,,,
2785,1726,Energiewacht Tour Juniors,2016-04-06,2016-04-07,Stage 2,2,Stage,2.Ncup,nl,https://www.procyclingstats.com/race/healthy-ageing-tour-junior-women/2016,https://www.procyclingstats.com/race/healthy-ageing-tour-junior-women/2016/stage-2,WJ - Women Juniors,,84,,1,Flat,Winsum,Winsum,,35.98,69600.0,,,,,,,,,,,,,,,
2786,1726,Energiewacht Tour Juniors,2016-04-06,2016-04-08,Stage 3,3,Stage,2.Ncup,nl,https://www.procyclingstats.com/race/healthy-ageing-tour-junior-women/2016,https://www.procyclingstats.com/race/healthy-ageing-tour-junior-women/2016/stage-3,WJ - Women Juniors,,84,,1,Flat,Stadskanaal,Stadskanaal,,36.76,66500.0,,,,,,,,,,,,,,,
2787,1726,Energiewacht Tour Juniors,2016-04-06,2016-04-09,Stage 4,4,Stage,2.Ncup,nl,https://www.procyclingstats.com/race/healthy-ageing-tour-junior-women/2016,https://www.procyclingstats.com/race/healthy-ageing-tour-junior-women/2016/stage-4,WJ - Women Juniors,,84,,1,Flat,Zuidhorn,Zuidhorn,,39.75,68100.0,,,,,,,,,,,,,,,
2788,1727,Eneco Tour,2016-09-19,2016-09-19,Stage 1,1,Stage,2.UWT,nl,https://www.procyclingstats.com/race/benelux-tour/2016,https://www.procyclingstats.com/race/benelux-tour/2016/stage-1,ME - Men Elite,2.WT.Stage,11,0,1,Flat,Bolsward,Bolsward,13:15,43.63,184700.0,145.0,,,,,,,,,,,,,,
2789,1727,Eneco Tour,2016-09-19,2016-09-20,Stage 2 (ITT),2,Individual Time Trial,2.UWT,nl,https://www.procyclingstats.com/race/benelux-tour/2016,https://www.procyclingstats.com/race/benelux-tour/2016/stage-2,ME - Men Elite,2.WT.Stage,11,0,1,Flat,Breda,Breda,14:39,53.33,9600.0,0.0,,,,,,,,,,,,,,
2790,1727,Eneco Tour,2016-09-19,2016-09-21,Stage 3,3,Stage,2.UWT,nl,https://www.procyclingstats.com/race/benelux-tour/2016,https://www.procyclingstats.com/race/benelux-tour/2016/stage-3,ME - Men Elite,2.WT.Stage,11,0,1,Flat,Blankenberge,Ardooie,13:20,43.65,182300.0,344.0,,,,,,,,,,,,,,
2791,1727,Eneco Tour,2016-09-19,2016-09-22,Stage 4,4,Stage,2.UWT,nl,https://www.procyclingstats.com/race/benelux-tour/2016,https://www.procyclingstats.com/race/benelux-tour/2016/stage-4,ME - Men Elite,2.WT.Stage,11,35,1,Flat,Aalter,St-Pieters-Leeuw,12:50,42.82,201400.0,1397.0,,,,,,,,,,,,,,
2792,1727,Eneco Tour,2016-09-19,2016-09-23,Stage 5 (TTT),5,Team Time Trial,2.UWT,nl,https://www.procyclingstats.com/race/benelux-tour/2016,https://www.procyclingstats.com/race/benelux-tour/2016/stage-5,ME - Men Elite,2.WT.TTT,11,5,1,Flat,Sittard-Geleen,Sittard-Geleen,15:38,54.09,20900.0,171.0,,,,,,,,,,,,,,
2793,1727,Eneco Tour,2016-09-19,2016-09-24,Stage 6,6,Stage,2.UWT,nl,https://www.procyclingstats.com/race/benelux-tour/2016,https://www.procyclingstats.com/race/benelux-tour/2016/stage-6,ME - Men Elite,2.WT.Stage,11,35,2,"Hills, flat finish",Riemst,Lanaken,13:15,41.35,185200.0,1408.0,,,,,,,,,,,,,,
2794,1727,Eneco Tour,2016-09-19,2016-09-25,Stage 7,7,Stage,2.UWT,nl,https://www.procyclingstats.com/race/benelux-tour/2016,https://www.procyclingstats.com/race/benelux-tour/2016/stage-7,ME - Men Elite,2.WT.Stage,11,62,2,"Hills, flat finish",Bornem,Geraardsbergen,12:40,43.38,197800.0,1694.0,,,,,,,,,,,,,,
2795,1728,Vuelta Ciclista al Pais Vasco,2016-04-04,2016-04-04,Stage 1,1,Stage,2.UWT,es,https://www.procyclingstats.com/race/itzulia-basque-country/2016,https://www.procyclingstats.com/race/itzulia-basque-country/2016/stage-1,ME - Men Elite,2.WT.Stage,16,190,2,"Hills, flat finish",Etxebarria,Markina-Xemein,12:20,36.87,144000.0,3271.0,,,,,,,,,,,,,,
2796,1728,Vuelta Ciclista al Pais Vasco,2016-04-04,2016-04-05,Stage 2,2,Stage,2.UWT,es,https://www.procyclingstats.com/race/itzulia-basque-country/2016,https://www.procyclingstats.com/race/itzulia-basque-country/2016/stage-2,ME - Men Elite,2.WT.Stage,16,181,5,"Mountains, uphill finish",Markina-Xemein,Amurrio-Baranbio (Garrastatxu),13:40,36.9,174200.0,3291.0,,,,,,,,,,,,,,
2797,1728,Vuelta Ciclista al Pais Vasco,2016-04-04,2016-04-06,Stage 3,3,Stage,2.UWT,es,https://www.procyclingstats.com/race/itzulia-basque-country/2016,https://www.procyclingstats.com/race/itzulia-basque-country/2016/stage-3,ME - Men Elite,2.WT.Stage,16,179,2,"Hills, flat finish",Vitoria-Gasteiz,Lesaka,13:10,38.45,193500.0,2839.0,,,,,,,,,,,,,,
2798,1728,Vuelta Ciclista al Pais Vasco,2016-04-04,2016-04-07,Stage 4,4,Stage,2.UWT,es,https://www.procyclingstats.com/race/itzulia-basque-country/2016,https://www.procyclingstats.com/race/itzulia-basque-country/2016/stage-4,ME - Men Elite,2.WT.Stage,16,190,2,"Hills, flat finish",Lesaka,Orio,13:50,39.1,165000.0,3017.0,,,,,,,,,,,,,,
2799,1728,Vuelta Ciclista al Pais Vasco,2016-04-04,2016-04-08,Stage 5,5,Stage,2.UWT,es,https://www.procyclingstats.com/race/itzulia-basque-country/2016,https://www.procyclingstats.com/race/itzulia-basque-country/2016/stage-5,ME - Men Elite,2.WT.Stage,16,254,5,"Mountains, uphill finish",Orio,Arrate (Eibar),14:00,36.79,159000.0,3586.0,,,,,,,,,,,,,,
2800,1728,Vuelta Ciclista al Pais Vasco,2016-04-04,2016-04-09,Stage 6 (ITT),6,Individual Time Trial,2.UWT,es,https://www.procyclingstats.com/race/itzulia-basque-country/2016,https://www.procyclingstats.com/race/itzulia-basque-country/2016/stage-6,ME - Men Elite,2.WT.Stage,16,101,2,"Hills, flat finish",Eibar,Eibar,15:47,33.88,16500.0,628.0,,,,,,,,,,,,,,
2801,1729,Amgen Tour of California WE,2016-05-19,2016-05-19,Stage 1,1,Stage,2.WWT,us,https://www.procyclingstats.com/race/amgen-tour-of-california-we/2016,https://www.procyclingstats.com/race/amgen-tour-of-california-we/2016/stage-1,WE - Women Elite,F-2.PRO.Stage,253,,0,,South Lake Tahoe,South Lake Tahoe,,37.92,117000.0,,,,,,,,,,,,,,,
2802,1729,Amgen Tour of California WE,2016-05-19,2016-05-20,Stage 2 (TTT),2,Team Time Trial,2.WWT,us,https://www.procyclingstats.com/race/amgen-tour-of-california-we/2016,https://www.procyclingstats.com/race/amgen-tour-of-california-we/2016/stage-2,WE - Women Elite,F-2.PRO.Stage,253,,0,,Folsom,Folsom,,44.21,20300.0,,,,,,,,,,,,,,,
2803,1729,Amgen Tour of California WE,2016-05-19,2016-05-21,Stage 3,3,Stage,2.WWT,us,https://www.procyclingstats.com/race/amgen-tour-of-california-we/2016,https://www.procyclingstats.com/race/amgen-tour-of-california-we/2016/stage-3,WE - Women Elite,F-2.PRO.Stage,253,,0,,Santa Rosa,Santa Rosa,,38.53,111000.0,,,,,,,,,,,,,,,
2804,1729,Amgen Tour of California WE,2016-05-19,2016-05-22,Stage 4,4,Stage,2.WWT,us,https://www.procyclingstats.com/race/amgen-tour-of-california-we/2016,https://www.procyclingstats.com/race/amgen-tour-of-california-we/2016/stage-4,WE - Women Elite,F-2.PRO.Stage,253,,0,,Sacramento,Sacramento,,41.61,66000.0,,,,,,,,,,,,,,,
2805,1730,Aviva Womens Tour,2016-06-15,2016-06-15,Stage 1,1,Stage,2.WWT,gb,https://www.procyclingstats.com/race/the-women-s-tour/2016,https://www.procyclingstats.com/race/the-women-s-tour/2016/stage-1,WE - Women Elite,F-2.PRO.Stage,260,,2,"Hills, flat finish",Southwold,Norwich,12:15,40.58,138500.0,,,,,,,,,,,,,,,
2806,1730,Aviva Womens Tour,2016-06-15,2016-06-16,Stage 2,2,Stage,2.WWT,gb,https://www.procyclingstats.com/race/the-women-s-tour/2016,https://www.procyclingstats.com/race/the-women-s-tour/2016/stage-2,WE - Women Elite,F-2.PRO.Stage,260,,2,"Hills, flat finish",Atherstone,Stratford-upon-Avon,12:15,38.89,140600.0,,,,,,,,,,,,,,,
2807,1730,Aviva Womens Tour,2016-06-15,2016-06-17,Stage 3,3,Stage,2.WWT,gb,https://www.procyclingstats.com/race/the-women-s-tour/2016,https://www.procyclingstats.com/race/the-women-s-tour/2016/stage-3,WE - Women Elite,F-2.PRO.Stage,260,,2,"Hills, flat finish",Ashbourne,Chesterfield,13:00,37.7,109600.0,,,,,,,,,,,,,,,
2808,1730,Aviva Womens Tour,2016-06-15,2016-06-18,Stage 4,4,Stage,2.WWT,gb,https://www.procyclingstats.com/race/the-women-s-tour/2016,https://www.procyclingstats.com/race/the-women-s-tour/2016/stage-4,WE - Women Elite,F-2.PRO.Stage,260,,3,"Hills, uphill finish",Nottingham,Stoke-on-Trent,12:45,38.25,119200.0,,,,,,,,,,,,,,,
2809,1730,Aviva Womens Tour,2016-06-15,2016-06-19,Stage 5,5,Stage,2.WWT,gb,https://www.procyclingstats.com/race/the-women-s-tour/2016,https://www.procyclingstats.com/race/the-women-s-tour/2016/stage-5,WE - Women Elite,F-2.PRO.Stage,260,,2,"Hills, flat finish",Northampton,Kettering,13:00,38.26,113200.0,,,,,,,,,,,,,,,
2810,1731,Tour of Chongming Island World Cup,2016-05-06,2016-05-06,Stage 1,1,Stage,2.WWT,cn,https://www.procyclingstats.com/race/tour-of-chongming-island-world-cup/2016,https://www.procyclingstats.com/race/tour-of-chongming-island-world-cup/2016/stage-1,WE - Women Elite,F-2.PRO.Stage,248,,1,Flat,Chongming,Chongming,,41.65,139800.0,,,,,,,,,,,,,,,
2811,1731,Tour of Chongming Island World Cup,2016-05-06,2016-05-07,Stage 2,2,Stage,2.WWT,cn,https://www.procyclingstats.com/race/tour-of-chongming-island-world-cup/2016,https://www.procyclingstats.com/race/tour-of-chongming-island-world-cup/2016/stage-2,WE - Women Elite,F-2.HC.Leader,248,,1,Flat,Chongming,Chongming,,41.33,112800.0,,,,,,,,,,,,,,,
2812,1731,Tour of Chongming Island World Cup,2016-05-06,2016-05-08,Stage 3,3,Stage,2.WWT,cn,https://www.procyclingstats.com/race/tour-of-chongming-island-world-cup/2016,https://www.procyclingstats.com/race/tour-of-chongming-island-world-cup/2016/stage-3,WE - Women Elite,F-2.PRO.Stage,248,,1,Flat,Chongming,Chongming,,40.66,99000.0,,,,,,,,,,,,,,,
2813,1732,Campeonato Panamericano de Ruta - ME - RR,2016-05-22,2016-05-22,One day race,,One day race,CC,ve,https://www.procyclingstats.com/race/panamerican-championships/2016,https://www.procyclingstats.com/race/panamerican-championships/2016,ME - Men Elite,E-CC,292,,0,,San Cristobal,San Cristobal,,39.95,172000.0,,,,,,,,,,,,,,,
2814,1733,Campeonato Panamericano de Ruta - ME - TT,2016-05-19,2016-05-19,Time trial,,Time trial,CC,ve,https://www.procyclingstats.com/race/panamerican-champ-itt/2016,https://www.procyclingstats.com/race/panamerican-champ-itt/2016,ME - Men Elite,UCI.Cont.Ch.TT,430,,0,,Tachira,Tachira,,46.37,38000.0,,,,,,,,,,,,,,,
2815,1734,UEC Road European Championships - Road Race,2016-09-18,2016-09-18,One day race,,One day race,CC,fr,https://www.procyclingstats.com/race/uec-road-european-championships/2016,https://www.procyclingstats.com/race/uec-road-european-championships/2016,ME - Men Elite,E-CC,38,116,3,"Hills, uphill finish",Plumelec,Plumelec,,41.79,232900.0,3298.0,,,,,,,,,,,,,,
2816,1735,Campeonato Panamericano de Ruta - WE - RR,2016-05-21,2016-05-21,One day race,,One day race,CC,ve,https://www.procyclingstats.com/race/pan-american-championships-we/2016,https://www.procyclingstats.com/race/pan-american-championships-we/2016,WE - Women Elite,,253,,0,,Tachira,Tachira,,29.54,78000.0,,,,,,,,,,,,,,,
2817,1736,UEC Road European Championships WE - ITT,2016-09-15,2016-09-15,Time trial,,Time trial,CC,fr,https://www.procyclingstats.com/race/uec-road-european-championships-we-itt/2016,https://www.procyclingstats.com/race/uec-road-european-championships-we-itt/2016,WE - Women Elite,F-CC.TT	,245,,0,,Plumelec,Plumelec,,41.54,25400.0,,,,,,,,,,,,,,,
2818,1737,UEC Road European Championships WE - Road Race,2016-09-17,2016-09-17,One day race,,One day race,CC,fr,https://www.procyclingstats.com/race/uec-road-european-championships-we/2016,https://www.procyclingstats.com/race/uec-road-european-championships-we/2016,WE - Women Elite,F-CC	,246,,0,,Plumelec,Plumelec,,37.38,109600.0,,,,,,,,,,,,,,,
2819,1738,Campeonato Panamericano de Ruta - MU - RR,2016-05-21,2016-05-21,One day race,,One day race,CC,ve,https://www.procyclingstats.com/race/panamerican-champ-mu/2016,https://www.procyclingstats.com/race/panamerican-champ-mu/2016,MU - Men U23,E-CC,45,,0,,San Cristobal,San Cristobal,,39.63,124800.0,,,,,,,,,,,,,,,
2820,1739,Campeonato Panamericano de Ruta ITT - U23,2016-05-19,2016-05-19,Time trial,,Time trial,CC,ve,https://www.procyclingstats.com/race/panamerican-champ-itt-u23/2016,https://www.procyclingstats.com/race/panamerican-champ-itt-u23/2016,MU - Men U23,E-CC.TT,44,,0,,San Cristobal,San Cristobal,,48.02,26400.0,,,,,,,,,,,,,,,
2821,1740,UEC Road European Championships U23 - ITT,2016-09-14,2016-09-14,Time trial,,Time trial,CC,ee,https://www.procyclingstats.com/race/european-championships-itt-u23/2016,https://www.procyclingstats.com/race/european-championships-itt-u23/2016,MU - Men U23,E-CC.TT,14,,0,,Plumelec,Plumelec,,43.26,24500.0,,,,,,,,,,,,,,,
2822,1741,UEC Road European Championships U23 - Road Race,2016-09-17,2016-09-17,One day race,,One day race,CC,ee,https://www.procyclingstats.com/race/european-championships/2016,https://www.procyclingstats.com/race/european-championships/2016,MU - Men U23,E-CC,6,,0,,Plumelec,Plumelec,,42.51,150700.0,,,,,,,,,,,,,,,
2823,1742,UEC Road European Championships  MJ - ITT,2016-09-14,2016-09-14,Time trial,,Time trial,CC,fr,https://www.procyclingstats.com/race/european-championship-itt-mj/2016,https://www.procyclingstats.com/race/european-championship-itt-mj/2016,MJ - Men Juniors,J-CC.TT,172,,0,,Josselin,Plumelec,,42.54,25500.0,,,,,,,,,,,,,,,
2824,1743,UEC Road European Championships MJ - Road Race,2016-09-16,2016-09-16,One day race,,One day race,CC,ee,https://www.procyclingstats.com/race/european-championship-mj/2016,https://www.procyclingstats.com/race/european-championship-mj/2016,MJ - Men Juniors,,173,,0,,Plumelec,Plumelec,,40.25,123300.0,,,,,,,,,,,,,,,
2825,1744,Asian Cycling Championships - WJ - ITT,2016-01-21,2016-01-21,Time trial,,Time trial,CC,jp,https://www.procyclingstats.com/race/asian-cycling-championships-wj-itt/2016,https://www.procyclingstats.com/race/asian-cycling-championships-wj-itt/2016,WJ - Women Juniors,,82,,1,Flat,Oshima,Oshima,,38.96,11200.0,,,,,,,,,,,,,,,
2826,1745,UEC Road European Championships  WJ - ITT,2016-09-14,2016-09-14,Time trial,,Time trial,CC,fr,https://www.procyclingstats.com/race/european-championship-wj-itt/2016,https://www.procyclingstats.com/race/european-championship-wj-itt/2016,WJ - Women Juniors,,102,,0,,Plumelec,Plumelec,,40.04,12700.0,,,,,,,,,,,,,,,
2827,1746,UEC Road European Championships WJ - Road Race,2016-09-16,2016-09-16,One day race,,One day race,CC,ee,https://www.procyclingstats.com/race/european-championship-wj/2016,https://www.procyclingstats.com/race/european-championship-wj/2016,WJ - Women Juniors,,103,,0,,Plumelec,Plumelec,,35.98,68500.0,,,,,,,,,,,,,,,
2828,1747,National Championship Dominican Republic - ITT,2016-06-23,2016-06-23,Time trial,,Time trial,NC,do,https://www.procyclingstats.com/race/nc-dominican-republic-itt/2016,https://www.procyclingstats.com/race/nc-dominican-republic-itt/2016,ME - Men Elite,Nationals.C3.TT,584,,0,,Mirador del Sur,Mirador del Sur,,46.14,40000.0,,,,,,,,,,,,,,,
2829,1748,National Championships Colombia - TTT,2016-02-18,2016-02-18,Time trial,,Time trial,NC,co,https://www.procyclingstats.com/race/nc-colombia-ttt/2016,https://www.procyclingstats.com/race/nc-colombia-ttt/2016,ME - Men Elite,,426,,0,,Sogamoso,Duitama,,54.51,43000.0,,,,,,,,,,,,,,,
2830,1749,National Championships Macau,2016-06-26,2016-06-26,One day race,,One day race,NC,mo,https://www.procyclingstats.com/race/nc-macau/2016,https://www.procyclingstats.com/race/nc-macau/2016,ME - Men Elite,Nationals.C3,588,,0,,Macau,Macau,,,,,,,,,,,,,,,,,,
2831,1750,National Championships Namibia -  ITT,2016-02-05,2016-02-05,Time trial,,Time trial,NC,na,https://www.procyclingstats.com/race/nc-namibia-itt/2016,https://www.procyclingstats.com/race/nc-namibia-itt/2016,ME - Men Elite,Nationals.C3.TT,510,,0,,Windhoek,Windhoek,,43.38,32400.0,,,,,,,,,,,,,,,
2832,1751,National Championships Macau WE - Road Race,2016-06-26,2016-06-26,One day race,,One day race,NC,mo,https://www.procyclingstats.com/race/nc-macau-we/2016,https://www.procyclingstats.com/race/nc-macau-we/2016,WE - Women Elite,F-NC,267,,0,,Macau,Macau,,,,,,,,,,,,,,,,,,
2833,1752,National Championships Bulgaria U23 - ITT,2016-06-26,2016-06-26,Time trial,,Time trial,NC,bg,https://www.procyclingstats.com/race/nc-bulgaria-u23-itt/2016,https://www.procyclingstats.com/race/nc-bulgaria-u23-itt/2016,MU - Men U23,,108,,0,,Kermen,Kermen,,,,,,,,,,,,,,,,,,
2834,1753,National Championships Bulgaria U23 - Road Race,2016-06-26,2016-06-26,One day race,,One day race,NC,bg,https://www.procyclingstats.com/race/nc-bulgaria-u23/2016,https://www.procyclingstats.com/race/nc-bulgaria-u23/2016,MU - Men U23,,108,,0,,Kermen,Kermen,,,,,,,,,,,,,,,,,,
2835,1754,National Championships Egypt - Road Race,2016-03-17,2016-03-17,One day race,,One day race,NC,eg,https://www.procyclingstats.com/race/nc-egypt/2016,https://www.procyclingstats.com/race/nc-egypt/2016,MU - Men U23,Nationals.C3,96,,0,,,,,,,,,,,,,,,,,,,,,
2836,1755,National Championships Lithuania U23 - Road Race,2016-06-26,2016-06-26,One day race,,One day race,NC,lt,https://www.procyclingstats.com/race/nc-lithuania-u23/2016,https://www.procyclingstats.com/race/nc-lithuania-u23/2016,MU - Men U23,,108,,0,,,,,40.34,180000.0,,,,,,,,,,,,,,,
2837,1756,National Championships Netherlands U23- ITT,2016-06-22,2016-06-22,Time trial,,Time trial,NC,nl,https://www.procyclingstats.com/race/nc-netherlands-tt-espoirs/2016,https://www.procyclingstats.com/race/nc-netherlands-tt-espoirs/2016,MU - Men U23,,98,,0,,Middelharnis,Middelharnis,,48.74,30800.0,,,,,,,,,,,,,,,
2838,1757,National Championships Colombia MJ - Road Race,2016-06-02,2016-06-02,One day race,,One day race,NC,co,https://www.procyclingstats.com/race/nc-colombia-mj/2016,https://www.procyclingstats.com/race/nc-colombia-mj/2016,MJ - Men Juniors,J-NC2,180,,0,,Santa Marta,Santa Marta,,42.83,100000.0,,,,,,,,,,,,,,,
2839,1758,National Championships Libanon MJ - Road Race,2016-06-26,2016-06-26,One day race,,One day race,NC,lb,https://www.procyclingstats.com/race/nc-libanon-mj/2016,https://www.procyclingstats.com/race/nc-libanon-mj/2016,MJ - Men Juniors,J-NC2,191,,0,,Zaarour,Zaarour,,,,,,,,,,,,,,,,,,
2840,1759,National Championships Macau MJ - Road Race,2016-06-26,2016-06-26,One day race,,One day race,NC,mo,https://www.procyclingstats.com/race/nc-macau-mj/2016,https://www.procyclingstats.com/race/nc-macau-mj/2016,MJ - Men Juniors,,191,,0,,Macau,Macau,,,,,,,,,,,,,,,,,,
2841,1760,National Championships Puerto Rici MJ - Road Race,2016-08-07,2016-08-07,One day race,,One day race,NC,pr,https://www.procyclingstats.com/race/nc-puerto-rico-mj/2016,https://www.procyclingstats.com/race/nc-puerto-rico-mj/2016,MJ - Men Juniors,J-NC2,173,,0,,Comerio,Comerio,,,,,,,,,,,,,,,,,,
2842,1761,National Championships Antigua and Barbuda WJ - ITT,2016-06-05,2016-06-05,Time trial,,Time trial,NC,ag,https://www.procyclingstats.com/race/nc-antigua-and-barbuda-wj-it/2016,https://www.procyclingstats.com/race/nc-antigua-and-barbuda-wj-it/2016,WJ - Women Juniors,,84,,0,,St. John's,St. John's,,,,,,,,,,,,,,,,,,
2843,1762,National Championships Colombia WJ - ITT,2016-06-01,2016-06-01,Time trial,,Time trial,NC,co,https://www.procyclingstats.com/race/nc-colombia-wj-itt/2016,https://www.procyclingstats.com/race/nc-colombia-wj-itt/2016,WJ - Women Juniors,,80,,0,,Santa Marta,Santa Marta,,40.78,17400.0,,,,,,,,,,,,,,,
2844,1763,National Championships Colombia WJ - Road Race,2016-06-02,2016-06-02,One day race,,One day race,NC,co,https://www.procyclingstats.com/race/nc-colombia-wj/2016,https://www.procyclingstats.com/race/nc-colombia-wj/2016,WJ - Women Juniors,,82,,0,,Santa Marta,Santa Marta,,35.13,70000.0,,,,,,,,,,,,,,,
2845,1764,National Championships Ethiopia WJ - Road Race,2016-06-10,2016-06-10,One day race,,One day race,NC,et,https://www.procyclingstats.com/race/nc-ethiopia-wj/2016,https://www.procyclingstats.com/race/nc-ethiopia-wj/2016,WJ - Women Juniors,,87,,0,,Mek'ele,Mek'ele,,,,,,,,,,,,,,,,,,
2846,1765,National Championships Netherlands WJ- ITT,2016-06-22,2016-06-22,Time trial,,Time trial,NC,nl,https://www.procyclingstats.com/race/nc-netherlands-wj-itt/2016,https://www.procyclingstats.com/race/nc-netherlands-wj-itt/2016,WJ - Women Juniors,,89,,0,,Middelharnis,Middelharnis,,45.2,17200.0,,,,,,,,,,,,,,,
