stage_id,race_id,race_name,race_date,stage_date,stage_name,stage_number,stage_type,classification,nation,race_link,stage_link,race_category,stage_points_scale,stage_ranking,profile_score,parcours_type,parcours_type_name,pcs_city_start,pcs_city_finish,start_time,avg_speed_winner,distance,elevation_gain,elevation_loss,elevation_average,elevation_maximum,elevation_minimum,temp_avg,temp_max,temp_min,_1000_to_1500_m,_1500_to_2000_m,_2000_to_2500_m,_2500_to_3000_m,_3000_to_3500_m,race_total_distance,race_total_elevation_gain
2847,1766,Albert Achterhes Pet Ronde van Drenthe,2015-03-14,2015-03-14,One day race,,One day race,1.1,nl,https://www.procyclingstats.com/race/ronde-van-drenthe/2015,https://www.procyclingstats.com/race/ronde-van-drenthe/2015,ME - Men Elite,1.1,138,,0,,Hoogeveen,Hoogeveen,,41.04,197900.0,,,,,,,,,,,,,,,
2848,1767,Classica Corsica,2015-03-26,2015-03-26,One day race,,One day race,1.1,fr,https://www.procyclingstats.com/race/classica-corsica/2015,https://www.procyclingstats.com/race/classica-corsica/2015,ME - Men Elite,1.1,97,,2,"Hills, flat finish",Ajaccio,Bastia,,41.29,203800.0,,,,,,,,,,,,,,,
2849,1768,Energiewacht Dwars door Drenthe,2015-03-15,2015-03-15,One day race,,One day race,1.1,nl,https://www.procyclingstats.com/race/dwars-door-drenthe/2015,https://www.procyclingstats.com/race/dwars-door-drenthe/2015,ME - Men Elite,1.1,140,,0,,Roden,Roden,,43.29,196800.0,,,,,,,,,,,,,,,
2850,1769,Garmin Velothon Berlin,2015-05-31,2015-05-31,One day race,,One day race,1.1,de,https://www.procyclingstats.com/race/prorace-berlin/2015,https://www.procyclingstats.com/race/prorace-berlin/2015,ME - Men Elite,1.1,178,,0,,Berlin,Berlin,,44.51,174100.0,,,,,,,,,,,,,,,
2851,1770,GP de Denain Porte du Hainaut,2015-04-16,2015-04-16,One day race,,One day race,1.1,fr,https://www.procyclingstats.com/race/gp-de-denain/2015,https://www.procyclingstats.com/race/gp-de-denain/2015,ME - Men Elite,1.1,100,,1,Flat,Denain,Denain,,44.14,198200.0,,,,,,,,,,,,,,,
2852,1771,GP Industria & Commercio di Prato,2015-09-20,2015-09-20,One day race,,One day race,1.1,it,https://www.procyclingstats.com/race/gp-industria2/2015,https://www.procyclingstats.com/race/gp-industria2/2015,ME - Men Elite,1.1,96,,0,,Prato,Prato,,41.53,185800.0,,,,,,,,,,,,,,,
2853,1772,Gran Premio Citta di Peccioli - Coppa Sabatini,2015-10-08,2015-10-08,One day race,,One day race,1.1,it,https://www.procyclingstats.com/race/gp-citta-di-peccioli/2015,https://www.procyclingstats.com/race/gp-citta-di-peccioli/2015,ME - Men Elite,1.1,132,,0,,Peccioli,Peccioli,,41.2,197900.0,,,,,,,,,,,,,,,
2854,1773,La Drome Classic,2015-03-01,2015-03-01,One day race,,One day race,1.1,fr,https://www.procyclingstats.com/race/la-drome-classic/2015,https://www.procyclingstats.com/race/la-drome-classic/2015,ME - Men Elite,1.1,48,,2,"Hills, flat finish",Livron,Livron,,38.82,201000.0,,,,,,,,,,,,,,,
2855,1774,La Roue Tourangelle Region Centre - Trophee Harmonie Mutuelle,2015-04-26,2015-04-26,One day race,,One day race,1.1,fr,https://www.procyclingstats.com/race/la-roue-tourangelle/2015,https://www.procyclingstats.com/race/la-roue-tourangelle/2015,ME - Men Elite,1.1,163,,0,,Chateau-Renault,Tours,,43.55,199000.0,,,,,,,,,,,,,,,
2856,1775,Ronde van Zeeland Seaports,2015-03-21,2015-03-21,One day race,,One day race,1.1,nl,https://www.procyclingstats.com/race/tacx-pro-classic/2015,https://www.procyclingstats.com/race/tacx-pro-classic/2015,ME - Men Elite,1.1,149,,1,Flat,Terneuzen,Terneuzen,,42.85,196100.0,,,,,,,,,,,,,,,
2857,1776,Trofeo Andratx-Mirador d\'Es Colomer,2015-01-30,2015-01-30,One day race,,One day race,1.1,es,https://www.procyclingstats.com/race/trofeo-andratx-mirador-d-es-colomer/2015,https://www.procyclingstats.com/race/trofeo-andratx-mirador-d-es-colomer/2015,ME - Men Elite,1.1,37,88,3,"Hills, uphill finish",Palma,Mirador d'Es Colomer,,42.04,165700.0,2500.0,,,,,,,,,,,,,,
2858,1777,Trofeo Playa de Palma-Palma,2015-02-01,2015-02-01,One day race,,One day race,1.1,es,https://www.procyclingstats.com/race/trofeo-palma/2015,https://www.procyclingstats.com/race/trofeo-palma/2015,ME - Men Elite,1.1,47,,2,"Hills, flat finish",Palma,Palma,,40.98,168200.0,,,,,,,,,,,,,,,
2859,1778,Trofeo Santanyi-Ses Salines-Campos,2015-01-29,2015-01-29,One day race,,One day race,1.1,es,https://www.procyclingstats.com/race/trofeo-cala-millor/2015,https://www.procyclingstats.com/race/trofeo-cala-millor/2015,ME - Men Elite,1.1,44,,2,"Hills, flat finish",Santanyi,Campos,,40.83,175500.0,,,,,,,,,,,,,,,
2860,1779,Velothon Stockholm,2015-09-13,2015-09-13,One day race,,One day race,1.1,se,https://www.procyclingstats.com/race/velothon-stockholm/2015,https://www.procyclingstats.com/race/velothon-stockholm/2015,ME - Men Elite,1.1,206,,0,,Stockholm,Stockholm,,43.9,182100.0,,,,,,,,,,,,,,,
2861,1780,Vuelta Ciclista a Murcia,2015-02-14,2015-02-14,One day race,,One day race,1.1,es,https://www.procyclingstats.com/race/vuelta-ciclista-a-la-region-de-murcia/2015,https://www.procyclingstats.com/race/vuelta-ciclista-a-la-region-de-murcia/2015,ME - Men Elite,1.1,66,,5,"Mountains, uphill finish",Mazarron,Alto Fortaleze del Sol,,38.14,198100.0,,,,,,,,,,,,,,,
2862,1781,Amgen Tour of California Women's Invitational Time Trial Presented by SRAM,2015-05-15,2015-05-15,Time trial,,Time trial,1.1,us,https://www.procyclingstats.com/race/amgen-tour-of-california-women-itt/2015,https://www.procyclingstats.com/race/amgen-tour-of-california-women-itt/2015,WE - Women Elite,F-1.1,223,,0,,Santa Clarita,Santa Clarita,,44.87,10620.0,,,,,,,,,,,,,,,
2863,1782,Diamond Tour,2015-06-14,2015-06-14,One day race,,One day race,1.1,be,https://www.procyclingstats.com/race/diamand-tour/2015,https://www.procyclingstats.com/race/diamand-tour/2015,WE - Women Elite,F-1.1,231,,0,,Antwerpen,Nijlen,,34.2,100000.0,,,,,,,,,,,,,,,
2864,1783,LA MADRID CHALLENGE By La Vuelta,2015-09-13,2015-09-13,One day race,,One day race,1.1,es,https://www.procyclingstats.com/race/ceratzit-challenge-by-la-vuelta/2015,https://www.procyclingstats.com/race/ceratzit-challenge-by-la-vuelta/2015,WE - Women Elite,F-1.1,239,,0,,Madrid,Madrid,,41.31,87000.0,,,,,,,,,,,,,,,
2865,1784,Ronde van Overijssel Women,2015-05-01,2015-05-01,One day race,,One day race,1.1,nl,https://www.procyclingstats.com/race/ronde-van-overijssel-we/2015,https://www.procyclingstats.com/race/ronde-van-overijssel-we/2015,WE - Women Elite,F-1.1,217,,0,,Rijssen,Rijssen,,39.07,143100.0,,,,,,,,,,,,,,,
2866,1785,GP Andre Noyelle,2015-03-15,2015-03-15,One day race,,One day race,1.1,be,https://www.procyclingstats.com/race/grote-prijs-a.-noyelle/2015,https://www.procyclingstats.com/race/grote-prijs-a.-noyelle/2015,MJ - Men Juniors,J-1.1,156,,0,,Ieper,Ieper,,41.05,97600.0,,,,,,,,,,,,,,,
2867,1786,GP Dell'Arno,2015-06-07,2015-06-07,One day race,,One day race,1.1,it,https://www.procyclingstats.com/race/gp-dell-arno/2015,https://www.procyclingstats.com/race/gp-dell-arno/2015,MJ - Men Juniors,J-1.1,161,,0,,Solbiate,Solbiate,,39.06,124000.0,,,,,,,,,,,,,,,
2868,1787,Aquece Rio - International Road Cycling Challenge,2015-08-16,2015-08-16,One day race,,One day race,1.2,br,https://www.procyclingstats.com/race/aquece-rio-international-road-cycling-challenge/2015,https://www.procyclingstats.com/race/aquece-rio-international-road-cycling-challenge/2015,ME - Men Elite,1.2,113,,2,"Hills, flat finish",Rio de Janairo,Rio de Janairo,,38.01,165000.0,,,,,,,,,,,,,,,
2869,1788,Belgrade Banjaluka I,2015-04-18,2015-04-18,One day race,,One day race,1.2,rs,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2015,https://www.procyclingstats.com/race/banja-luka-belgrade-i/2015,ME - Men Elite,1.2,323,,0,,,,,42.63,170000.0,,,,,,,,,,,,,,,
2870,1789,Challenge des phosphates-Grand prix de Ben Guerir,2015-12-20,2015-12-20,One day race,,One day race,1.2,ma,https://www.procyclingstats.com/race/challenge-ben-guerir/2015,https://www.procyclingstats.com/race/challenge-ben-guerir/2015,ME - Men Elite,1.2,379,,0,,Fkih Ben Saleh,Ben Guerir,,45.62,164500.0,,,,,,,,,,,,,,,
2871,1790,Challenge des phosphates-Grand prix de Khouribga,2015-12-17,2015-12-17,One day race,,One day race,1.2,ma,https://www.procyclingstats.com/race/les-challenges-phosphatiers-challenge-khouribga/2015,https://www.procyclingstats.com/race/les-challenges-phosphatiers-challenge-khouribga/2015,ME - Men Elite,1.2,372,,0,,Khouribga,Khouribga,,46.34,133700.0,,,,,,,,,,,,,,,
2872,1791,Challenge des phosphates-Grand Prix Fkih Ben Saleh,2015-12-19,2015-12-19,One day race,,One day race,1.2,ma,https://www.procyclingstats.com/race/challenge-youssoufia/2015,https://www.procyclingstats.com/race/challenge-youssoufia/2015,ME - Men Elite,1.2,373,,0,,Khouribga,Fkih Ben Saleh,,45.63,136200.0,,,,,,,,,,,,,,,
2873,1792,Circuit de Wallonie Ville de Fleurus,2015-06-21,2015-06-21,One day race,,One day race,1.2,be,https://www.procyclingstats.com/race/circuit-de-wallonie/2015,https://www.procyclingstats.com/race/circuit-de-wallonie/2015,ME - Men Elite,1.2,372,,2,"Hills, flat finish",,,,45.38,181500.0,,,,,,,,,,,,,,,
2874,1793,Circuit International d\'Alger,2015-03-06,2015-03-06,One day race,,One day race,1.2,dz,https://www.procyclingstats.com/race/circuit-d-alger/2015,https://www.procyclingstats.com/race/circuit-d-alger/2015,ME - Men Elite,1.2,383,,0,,Alger,Alger,,37.25,105000.0,,,,,,,,,,,,,,,
2875,1794,Classica Internacional Loule Capital Europeia do Desporto,2015-03-01,2015-03-01,One day race,,One day race,1.2,pt,https://www.procyclingstats.com/race/classica-int-loule-capital-europeia-do-desporto/2015,https://www.procyclingstats.com/race/classica-int-loule-capital-europeia-do-desporto/2015,ME - Men Elite,1.2,339,,0,,Loule,Loule,,40.12,158500.0,,,,,,,,,,,,,,,
2876,1795,Copa America De Ciclismo,2015-11-15,2015-11-15,One day race,,One day race,1.2,br,https://www.procyclingstats.com/race/copa-amarica-de-ciclismo/2015,https://www.procyclingstats.com/race/copa-amarica-de-ciclismo/2015,ME - Men Elite,1.2,593,,0,,Botucatu,Botucatu,,36.08,100000.0,,,,,,,,,,,,,,,
2877,1796,GP Horsens,2015-06-13,2015-06-13,One day race,,One day race,1.2,dk,https://www.procyclingstats.com/race/gp-horsens/2015,https://www.procyclingstats.com/race/gp-horsens/2015,ME - Men Elite,1.2,359,,2,"Hills, flat finish",Horsens,Horsens,,40.76,194100.0,,,,,,,,,,,,,,,
2878,1797,GP Laguna,2015-02-15,2015-02-15,One day race,,One day race,1.2,hr,https://www.procyclingstats.com/race/gp-laguna/2015,https://www.procyclingstats.com/race/gp-laguna/2015,ME - Men Elite,1.2,279,,2,"Hills, flat finish",Porec,Porec,,40.42,160000.0,,,,,,,,,,,,,,,
2879,1798,Grand Prix of Moscow,2015-05-03,2015-05-03,One day race,,One day race,1.2,ru,https://www.procyclingstats.com/race/grand-prix-of-moscow/2015,https://www.procyclingstats.com/race/grand-prix-of-moscow/2015,ME - Men Elite,1.2,227,,0,,Moscow,Moscow,,45.8,123000.0,,,,,,,,,,,,,,,
2880,1799,Grand Prix of Sochi Mayor,2015-03-18,2015-03-18,One day race,,One day race,1.2,ru,https://www.procyclingstats.com/race/grand-prix-of-sochi-mayor/2015,https://www.procyclingstats.com/race/grand-prix-of-sochi-mayor/2015,ME - Men Elite,1.2,308,,3,"Hills, uphill finish",Sochi,Sochi,,41.57,168800.0,,,,,,,,,,,,,,,
2881,1800,Grand Prix Sarajevo,2015-06-14,2015-06-14,One day race,,One day race,1.2,ba,https://www.procyclingstats.com/race/grand-prix-sarajevo/2015,https://www.procyclingstats.com/race/grand-prix-sarajevo/2015,ME - Men Elite,1.2,505,,0,,Sarajevo,Sarajevo,,42.24,150000.0,,,,,,,,,,,,,,,
2882,1801,Hadeland GP,2015-05-09,2015-05-09,One day race,,One day race,1.2,no,https://www.procyclingstats.com/race/hadeland-gp/2015,https://www.procyclingstats.com/race/hadeland-gp/2015,ME - Men Elite,1.2,360,,2,"Hills, flat finish",Jaren,Jaren,,39.9,171500.0,,,,,,,,,,,,,,,
2883,1802,Hibiscus Cycle Classic,2015-05-03,2015-05-03,One day race,,One day race,1.2,za,https://www.procyclingstats.com/race/hibiscus-cycle-classic/2015,https://www.procyclingstats.com/race/hibiscus-cycle-classic/2015,ME - Men Elite,1.2,494,,0,,Margate,Margate,,38.74,155000.0,,,,,,,,,,,,,,,
2884,1803,Kattekoers,2015-03-15,2015-03-15,One day race,,One day race,1.2,be,https://www.procyclingstats.com/race/kattekoers/2015,https://www.procyclingstats.com/race/kattekoers/2015,ME - Men Elite,1.2,228,,0,,Ieper,Ieper,,42.16,180000.0,,,,,,,,,,,,,,,
2885,1804,Korona Kocich Gor,2015-06-20,2015-06-20,One day race,,One day race,1.2,pl,https://www.procyclingstats.com/race/korona-kocich-gor/2015,https://www.procyclingstats.com/race/korona-kocich-gor/2015,ME - Men Elite,1.2,361,,1,Flat,Trzebnica,Trzebnica,,40.72,192000.0,,,,,,,,,,,,,,,
2886,1805,Krasnodar - Anapa,2015-04-01,2015-04-01,One day race,,One day race,1.2,ru,https://www.procyclingstats.com/race/krasnodar-anapa/2015,https://www.procyclingstats.com/race/krasnodar-anapa/2015,ME - Men Elite,1.2,223,,0,,Krasnodar,Anapa,,43.66,177800.0,,,,,,,,,,,,,,,
2887,1806,Mayday Classic,2015-05-01,2015-05-01,One day race,,One day race,1.2,za,https://www.procyclingstats.com/race/mayday-classic/2015,https://www.procyclingstats.com/race/mayday-classic/2015,ME - Men Elite,1.2,491,,0,,Pietermaritzburg,Margate,,38.03,182000.0,,,,,,,,,,,,,,,
2888,1807,Maykop - Ulyap - Maykop,2015-04-15,2015-04-15,One day race,,One day race,1.2,ru,https://www.procyclingstats.com/race/maykop-ulyap-maykop/2015,https://www.procyclingstats.com/race/maykop-ulyap-maykop/2015,ME - Men Elite,1.2,339,,0,,Maykop,Maykop,,44.95,171400.0,,,,,,,,,,,,,,,
2889,1808,Memorial im. J. Grundmanna and J. Wizowskiego,2015-06-21,2015-06-21,One day race,,One day race,1.2,pl,https://www.procyclingstats.com/race/memorial-im-j.-grundmanna-j-wizowskiego/2015,https://www.procyclingstats.com/race/memorial-im-j.-grundmanna-j-wizowskiego/2015,ME - Men Elite,1.2,333,,0,,,,,43.39,184600.0,,,,,,,,,,,,,,,
2890,1809,Memorial of Oleg Dyachenko,2015-05-02,2015-05-02,One day race,,One day race,1.2,ru,https://www.procyclingstats.com/race/memorial-of-oleg-dyachenko/2015,https://www.procyclingstats.com/race/memorial-of-oleg-dyachenko/2015,ME - Men Elite,1.2,245,,0,,Moscow,Moscow,,39.46,163200.0,,,,,,,,,,,,,,,
2891,1810,Moscow Cup,2015-05-01,2015-05-01,One day race,,One day race,1.2,ru,https://www.procyclingstats.com/race/moscow-cup/2015,https://www.procyclingstats.com/race/moscow-cup/2015,ME - Men Elite,1.2,235,,0,,Moscow,Moscow,,45.35,160000.0,,,,,,,,,,,,,,,
2892,1811,Odessa Grand Prix - 1,2015-08-02,2015-08-02,One day race,,One day race,1.2,ua,https://www.procyclingstats.com/race/odessa-gp/2015,https://www.procyclingstats.com/race/odessa-gp/2015,ME - Men Elite,1.2,285,,0,,,,,41.28,142000.0,,,,,,,,,,,,,,,
2893,1812,Omloop van het Waasland,2015-03-15,2015-03-15,One day race,,One day race,1.2,be,https://www.procyclingstats.com/race/omloop-van-het-waasland/2015,https://www.procyclingstats.com/race/omloop-van-het-waasland/2015,ME - Men Elite,1.2,275,,0,,Lokeren,Stekene,,44.89,187000.0,,,,,,,,,,,,,,,
2894,1813,PMB Road Classic,2015-04-27,2015-04-27,One day race,,One day race,1.2,za,https://www.procyclingstats.com/race/pmb-road-classic/2015,https://www.procyclingstats.com/race/pmb-road-classic/2015,ME - Men Elite,1.2,487,,0,,Pietermaritzburg,Pietermaritzburg,,38.78,157000.0,,,,,,,,,,,,,,,
2895,1814,Rund um Sebnitz,2015-09-20,2015-09-20,One day race,,One day race,1.2,de,https://www.procyclingstats.com/race/rund-um-sebnitz/2015,https://www.procyclingstats.com/race/rund-um-sebnitz/2015,ME - Men Elite,1.2,361,,0,,Sebnitz,Sebnitz,,39.18,117000.0,,,,,,,,,,,,,,,
2896,1815,Scandinavian Race in Uppsala 1909-2015,2015-05-09,2015-05-09,One day race,,One day race,1.2,se,https://www.procyclingstats.com/race/scandinavian-race-uppsala/2015,https://www.procyclingstats.com/race/scandinavian-race-uppsala/2015,ME - Men Elite,1.2,573,,1,Flat,Uppsala,Uppsala,,44.2,194000.0,,,,,,,,,,,,,,,
2897,1816,Sochi Cup,2015-03-17,2015-03-17,One day race,,One day race,1.2,ru,https://www.procyclingstats.com/race/sochi-cup/2015,https://www.procyclingstats.com/race/sochi-cup/2015,ME - Men Elite,1.2,287,,1,Flat,Sochi,Sochi,,39.48,150000.0,,,,,,,,,,,,,,,
2898,1817,Ster van Zwolle,2015-02-28,2015-02-28,One day race,,One day race,1.2,nl,https://www.procyclingstats.com/race/ster-van-zwolle/2015,https://www.procyclingstats.com/race/ster-van-zwolle/2015,ME - Men Elite,1.2,249,,1,Flat,Zwolle,Zwolle,,45.1,177300.0,,,,,,,,,,,,,,,
2899,1818,The Parx Casino Philly Cycling Classic,2015-06-07,2015-06-07,One day race,,One day race,1.2,us,https://www.procyclingstats.com/race/philadelphia-international-championship/2015,https://www.procyclingstats.com/race/philadelphia-international-championship/2015,ME - Men Elite,1.2,212,,0,,Philadelphia,Philadelphia,,44.32,173000.0,,,,,,,,,,,,,,,
2900,1819,The REV Classic,2015-02-28,2015-02-28,One day race,,One day race,1.2,nz,https://www.procyclingstats.com/race/the-rev-classic/2015,https://www.procyclingstats.com/race/the-rev-classic/2015,ME - Men Elite,1.2,447,,0,,Cambridge,Cambridge,,40.58,137000.0,,,,,,,,,,,,,,,
2901,1820,Trofeo Internazionale Bastianelli,2015-08-02,2015-08-02,One day race,,One day race,1.2,it,https://www.procyclingstats.com/race/trofeo-internazionale-bastianelli/2015,https://www.procyclingstats.com/race/trofeo-internazionale-bastianelli/2015,ME - Men Elite,1.2,404,,0,,Atina,Atina,,39.85,143000.0,,,,,,,,,,,,,,,
2902,1821,Visegrad 4 Bicycle Race - GP Hungary - EYOF Test Race,2015-05-23,2015-05-23,One day race,,One day race,1.2,hu,https://www.procyclingstats.com/race/visegrad-4-bicycle-race-gp-hungary/2015,https://www.procyclingstats.com/race/visegrad-4-bicycle-race-gp-hungary/2015,ME - Men Elite,1.2,380,,0,,Budapest,Gyor,,45.8,124100.0,,,,,,,,,,,,,,,
2903,1822,Zuid Oost Drenthe Classic I,2015-04-25,2015-04-25,One day race,,One day race,1.2,nl,https://www.procyclingstats.com/race/zodc-zuidenveld-tour/2015,https://www.procyclingstats.com/race/zodc-zuidenveld-tour/2015,ME - Men Elite,1.2,350,,0,,Dalen,Nieuw-Amsterdam,,43.08,196500.0,,,,,,,,,,,,,,,
2904,1823,Acht van Westerveld,2015-03-12,2015-03-12,One day race,,One day race,1.2,nl,https://www.procyclingstats.com/race/drentse-8-van-dwingeloo/2015,https://www.procyclingstats.com/race/drentse-8-van-dwingeloo/2015,WE - Women Elite,F-1.2,221,,0,,Dwingeloo,Dwingeloo,,37.77,138200.0,,,,,,,,,,,,,,,
2905,1824,Cholet Pays de Loire Dames,2015-03-22,2015-03-22,One day race,,One day race,1.2,fr,https://www.procyclingstats.com/race/cholet-pays-de-loire-we/2015,https://www.procyclingstats.com/race/cholet-pays-de-loire-we/2015,WE - Women Elite,F-1.2,221,,0,,Cholet,Cholet,,37.26,116000.0,,,,,,,,,,,,,,,
2906,1825,Clasico FVCiclismo Corre Por la VIDA WE,2015-05-17,2015-05-17,One day race,,One day race,1.2,ve,https://www.procyclingstats.com/race/clasico-fvciclismo-corre-por-la-vida/2015,https://www.procyclingstats.com/race/clasico-fvciclismo-corre-por-la-vida/2015,WE - Women Elite,F-1.2,223,,0,,,,,,,,,,,,,,,,,,,,,
2907,1826,Copa Federacion Venezolana de Ciclismo WE,2015-05-16,2015-05-16,One day race,,One day race,1.2,ve,https://www.procyclingstats.com/race/copa-fv-de-ciclismo-we/2015,https://www.procyclingstats.com/race/copa-fv-de-ciclismo-we/2015,WE - Women Elite,F-1.2,223,,0,,San Filipe,San Filipe,,38.15,67200.0,,,,,,,,,,,,,,,
2908,1827,Frauen Grand Prix Gippingen,2015-06-14,2015-06-14,One day race,,One day race,1.2,ch,https://www.procyclingstats.com/race/frauen-grand-prix-gippingen/2015,https://www.procyclingstats.com/race/frauen-grand-prix-gippingen/2015,WE - Women Elite,F-1.2,231,,0,,Gippingen,Gippingen,,37.71,113300.0,,,,,,,,,,,,,,,
2909,1828,Grand Prix of Maykop,2015-06-02,2015-06-02,One day race,,One day race,1.2,ru,https://www.procyclingstats.com/race/grand-prix-of-maykop/2015,https://www.procyclingstats.com/race/grand-prix-of-maykop/2015,WE - Women Elite,F-1.2,225,,0,,Maykop,Maykop,,39.37,98600.0,,,,,,,,,,,,,,,
2910,1829,Hibiscus Cycle Classic WE,2015-05-03,2015-05-03,One day race,,One day race,1.2,za,https://www.procyclingstats.com/race/hibiscus-cycle-classic-we/2015,https://www.procyclingstats.com/race/hibiscus-cycle-classic-we/2015,WE - Women Elite,F-1.2,218,,0,,Margate,Margate,,33.25,108500.0,,,,,,,,,,,,,,,
2911,1830,Novilon Eurocup,2015-03-15,2015-03-15,One day race,,One day race,1.2,nl,https://www.procyclingstats.com/race/novilon-eurocup-ronde-van-drenthe/2015,https://www.procyclingstats.com/race/novilon-eurocup-ronde-van-drenthe/2015,WE - Women Elite,F-1.2,221,,0,,Coevorden,Roden,,41.51,134500.0,,,,,,,,,,,,,,,
2912,1831,PMB Road Classic WE,2015-04-27,2015-04-27,One day race,,One day race,1.2,za,https://www.procyclingstats.com/race/pmb-road-classic-we/2015,https://www.procyclingstats.com/race/pmb-road-classic-we/2015,WE - Women Elite,F-1.2,217,,0,,Pietermaritzburg,Pietermaritzburg,,33.35,113000.0,,,,,,,,,,,,,,,
2913,1832,Winston Salem Cycling Classic WE,2015-05-31,2015-05-31,One day race,,One day race,1.2,us,https://www.procyclingstats.com/race/winston-salem-cycling-classic-(we)/2015,https://www.procyclingstats.com/race/winston-salem-cycling-classic-(we)/2015,WE - Women Elite,F-1.2,226,,0,,,,,38.74,101700.0,,,,,,,,,,,,,,,
2914,1833,Giro Belvedere di Villa di Cordignano,2015-04-06,2015-04-06,One day race,,One day race,1.2U,it,https://www.procyclingstats.com/race/circuito-belvedere/2015,https://www.procyclingstats.com/race/circuito-belvedere/2015,MU - Men U23,1.2,11,,0,,Villa di Villa,Villa di Villa,,42.55,154000.0,,,,,,,,,,,,,,,
2915,1834,Tr. Citta di San Vendemiano - 55deg GP Industria & Commercio,2015-05-10,2015-05-10,One day race,,One day race,1.2U,it,https://www.procyclingstats.com/race/gp-industria-e-commercio2/2015,https://www.procyclingstats.com/race/gp-industria-e-commercio2/2015,MU - Men U23,1.2,35,,0,,San Vendemiano,San Vendemiano,,41.51,171800.0,,,,,,,,,,,,,,,
2916,1835,GP Nobili Rubinetterie-Coppa Papa Carlo-Coppa Citta  di Stresa,2015-03-19,2015-03-19,One day race,,One day race,1.HC,it,https://www.procyclingstats.com/race/gp-nobili-rubinetterie/2015,https://www.procyclingstats.com/race/gp-nobili-rubinetterie/2015,ME - Men Elite,1.PRO,67,,0,,Suno,Stresa,,46.81,187500.0,,,,,,,,,,,,,,,
